entity_name,year,quarter,subquestion,worker_category,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,315.0,314.0,310.0,,,,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,Clerical Occupations,,,,38.0,38.0,38.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,Elementary Occupations,,,,10.0,10.0,10.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,Managers,,,,226.0,226.0,226.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,Operative Workers,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,Professional,,,,11.0,10.0,11.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,TOTAL Malaysian,,,,600.0,598.0,595.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,A. Malaysian,Technicians & Associate Professionals,,,,315.0,314.0,310.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Managers,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Operative Workers,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Professional,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,,,,5.0,5.0,5.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,,,,5.0,5.0,5.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Clerical Occupations,,,,38.0,38.0,38.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Elementary Occupations,,,,10.0,10.0,10.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Managers,,,,231.0,231.0,231.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Operative Workers,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Professional,,,,11.0,10.0,11.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),TOTAL Employment,,,,605.0,603.0,600.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,,,,0.0,0.0,0.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,,,,315.0,314.0,310.0,,,,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,Clerical Occupations,,,,,,,38.0,38.0,38.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,Elementary Occupations,,,,,,,10.0,10.0,10.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,Managers,,,,,,,226.0,226.0,226.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,Operative Workers,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,Professional,,,,,,,11.0,10.0,11.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,TOTAL Malaysian,,,,,,,600.0,598.0,595.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,A. Malaysian,Technicians & Associate Professionals,,,,,,,315.0,314.0,310.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Managers,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Operative Workers,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Professional,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,,,,,,,5.0,5.0,5.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,,,,,,,5.0,5.0,5.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Clerical Occupations,,,,,,,38.0,38.0,38.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Elementary Occupations,,,,,,,10.0,10.0,10.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Managers,,,,,,,231.0,231.0,231.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Operative Workers,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Professional,,,,,,,11.0,10.0,11.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),TOTAL Employment,,,,,,,605.0,603.0,600.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,,,,,,,0.0,0.0,0.0,,,
BERJAYA SOMPO INSURANCE BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,,,,,,,315.0,314.0,310.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,A. Malaysian,Clerical Occupations,4.0,4.0,4.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,A. Malaysian,Elementary Occupations,1.0,1.0,1.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,A. Malaysian,Managers,39.0,39.0,39.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,A. Malaysian,Operative Workers,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,A. Malaysian,Professional,72.0,70.0,70.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,A. Malaysian,TOTAL Malaysian,170.0,175.0,178.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,A. Malaysian,Technicians & Associate Professionals,54.0,61.0,64.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Managers,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Operative Workers,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Professional,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Clerical Occupations,4.0,4.0,4.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Elementary Occupations,1.0,1.0,1.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Managers,39.0,39.0,39.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Operative Workers,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Professional,72.0,70.0,70.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),TOTAL Employment,170.0,175.0,178.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,0.0,0.0,0.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 1,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,54.0,61.0,64.0,,,,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,A. Malaysian,Clerical Occupations,,,,4.0,4.0,4.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,A. Malaysian,Elementary Occupations,,,,1.0,1.0,1.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,A. Malaysian,Managers,,,,39.0,39.0,39.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,A. Malaysian,Operative Workers,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,A. Malaysian,Professional,,,,72.0,70.0,70.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,A. Malaysian,TOTAL Malaysian,,,,170.0,175.0,178.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,A. Malaysian,Technicians & Associate Professionals,,,,54.0,61.0,64.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Managers,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Operative Workers,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Professional,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Clerical Occupations,,,,4.0,4.0,4.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Elementary Occupations,,,,1.0,1.0,1.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Managers,,,,39.0,39.0,39.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Operative Workers,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Professional,,,,72.0,70.0,70.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),TOTAL Employment,,,,170.0,175.0,178.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,,,,0.0,0.0,0.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 2,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,,,,54.0,61.0,64.0,,,,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,A. Malaysian,Clerical Occupations,,,,,,,4.0,4.0,4.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,A. Malaysian,Elementary Occupations,,,,,,,1.0,1.0,1.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,A. Malaysian,Managers,,,,,,,39.0,39.0,39.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,A. Malaysian,Operative Workers,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,A. Malaysian,Professional,,,,,,,72.0,70.0,70.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,A. Malaysian,TOTAL Malaysian,,,,,,,170.0,175.0,178.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,A. Malaysian,Technicians & Associate Professionals,,,,,,,54.0,61.0,64.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Managers,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Operative Workers,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Professional,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Clerical Occupations,,,,,,,4.0,4.0,4.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Elementary Occupations,,,,,,,1.0,1.0,1.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Managers,,,,,,,39.0,39.0,39.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Operative Workers,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Professional,,,,,,,72.0,70.0,70.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),TOTAL Employment,,,,,,,170.0,175.0,178.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),TOTAL Employment: Of which: Shared Islamic Job Function,,,,,,,0.0,0.0,0.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 3,Employment = A + B(i) + B(ii),Technicians & Associate Professionals,,,,,,,54.0,61.0,64.0,,,
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,A. Malaysian,Clerical Occupations,,,,,,,,,,4.0,4.0,4.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,A. Malaysian,Elementary Occupations,,,,,,,,,,1.0,1.0,1.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,A. Malaysian,Managers,,,,,,,,,,39.0,39.0,39.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,A. Malaysian,Operative Workers,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,A. Malaysian,Professional,,,,,,,,,,72.0,70.0,70.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,A. Malaysian,TOTAL Malaysian,,,,,,,,,,170.0,175.0,178.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,A. Malaysian,Technicians & Associate Professionals,,,,,,,,,,54.0,61.0,64.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(i) Non-Malaysian: Permanent Resident,Clerical Occupations,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(i) Non-Malaysian: Permanent Resident,Elementary Occupations,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(i) Non-Malaysian: Permanent Resident,Managers,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(i) Non-Malaysian: Permanent Resident,Operative Workers,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(i) Non-Malaysian: Permanent Resident,Professional,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(i) Non-Malaysian: Permanent Resident,TOTAL Non-Malaysian: Permanent Resident,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(i) Non-Malaysian: Permanent Resident,Technicians & Associate Professionals,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(ii) Non-Malaysian: Non-Permanent Resident,Clerical Occupations,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(ii) Non-Malaysian: Non-Permanent Resident,Elementary Occupations,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(ii) Non-Malaysian: Non-Permanent Resident,Managers,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(ii) Non-Malaysian: Non-Permanent Resident,Operative Workers,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(ii) Non-Malaysian: Non-Permanent Resident,Professional,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(ii) Non-Malaysian: Non-Permanent Resident,TOTAL Non-Malaysian: Non-Permanent Resident,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,B(ii) Non-Malaysian: Non-Permanent Resident,Technicians & Associate Professionals,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,Employment = A + B(i) + B(ii),Clerical Occupations,,,,,,,,,,4.0,4.0,4.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,Employment = A + B(i) + B(ii),Elementary Occupations,,,,,,,,,,1.0,1.0,1.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,Employment = A + B(i) + B(ii),Managers,,,,,,,,,,39.0,39.0,39.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,Employment = A + B(i) + B(ii),Operative Workers,,,,,,,,,,0.0,0.0,0.0
ETIQA FAMILY TAKAFUL BERHAD,2025,Quarter 4,Employment = A + B(i) + B(ii),Professional,,,,,,,,,,72.0,70.0,70.0
